Avg,Left before being seen,FIPS,Facility ID,State,County Name,FIPS_code,PCTPOVALL_2020
141,2,13059,110006,GA,CLARKE,13059,24.6
110,1,47181,440010,TN,WAYNE,47181,20.2
110,,21183,181323,KY,OHIO,21183,15
174,7,45079,420026,SC,RICHLAND,45079,16
158,4,35047,320003,NM,SAN MIGUEL,35047,20.9
138,,36073,331319,NY,ORLEANS,36073,13.2
148,1,22019,190013,LA,CALCASIEU,22019,16.6
113,,31135,281356,NE,PERKINS,31135,10
114,,38097,351309,ND,TRAILL,38097,7
191,2,41017,380047,OR,DESCHUTES,41017,8.1
88,,40055,371330,OK,GREER,40055,22.9
125,1,20079,170103,KS,HARVEY,20079,9.3
146,1,31055,280040,NE,DOUGLAS,31055,9.8
193,2,47123,440084,TN,MONROE,47123,13.8
170,1,12113,100266,FL,SANTA ROSA,12113,9.4
183,1,48439,450639,TX,TARRANT,48439,10.5
164,2,51147,490090,VA,PRINCE EDWARD,51147,23.6
152,2,47163,440176,TN,SULLIVAN,47163,13.6
157,1,4019,30114,AZ,PIMA,4019,14.9
216,2,12009,100028,FL,BREVARD,12009,9.9
201,5,12101,100063,FL,PASCO,12101,11.4
124,2,5037,41307,AR,CROSS,5037,21.2
96,,53051,501310,WA,PEND OREILLE,53051,14.7
83,1,48055,451371,TX,CALDWELL,48055,12.7
210,4,22019,190060,LA,CALCASIEU,22019,16.6
202,1,13121,110083,GA,FULTON,13121,13
,1,39147,361318,OH,SENECA,39147,10.4
124,1,16067,131319,ID,MINIDOKA,16067,14
132,1,8037,60096,CO,EAGLE,8037,6.4
99,1,27151,241341,MN,SWIFT,27151,9.5
100,0,27157,241338,MN,WABASHA,27157,6.1
164,1,47029,440153,TN,COCKE,47029,19.7
136,,30091,271322,MT,SHERIDAN,30091,11.8
159,,1021,10173,AL,CHILTON,1021,13.9
108,0,56033,530006,WY,SHERIDAN,56033,9.5
117,,31057,281340,NE,DUNDY,31057,12.2
90,1,13027,111332,GA,BROOKS,13027,20.6
65,1,48023,450586,TX,BAYLOR,48023,15.3
129,1,49041,460026,UT,SEVIER,49041,10
119,1,6081,50197,CA,SAN MATEO,6081,5.5
226,3,53033,500015,WA,KING,53033,7.6
116,0,19157,160147,IA,POWESHIEK,19157,11.6
176,2,37159,340015,NC,ROWAN,37159,14.4
103,1,28025,250067,MS,CLAY,28025,21.5
106,1,48179,450099,TX,GRAY,48179,14.2
172,0,6059,50570,CA,ORANGE,6059,9
114,0,26071,231318,MI,IRON,26071,14.2
136,1,33011,301309,NH,HILLSBOROUGH,33011,7.1
146,1,6037,50132,CA,LOS ANGELES,6037,13.2
,,48201,670109,TX,HARRIS,48201,15.9
95,0,27107,241313,MN,NORMAN,27107,10.5
112,,55109,521347,WI,ST. CROIX,55109,4.9
,,55139,523302,WI,WINNEBAGO,55139,8.7
154,0,51059,490107,VA,FAIRFAX,51059,5.3
188,1,12103,100265,FL,PINELLAS,12103,11.1
136,1,42015,391305,PA,BRADFORD,42015,10.7
241,,24510,210008,MD,BALTIMORE CITY,24510,20
171,5,21047,180051,KY,CHRISTIAN,21047,16.9
,,18003,150168,IN,ALLEN,18003,11.4
144,1,17161,140280,IL,ROCK ISLAND,17161,13.5
112,0,46053,431309,SD,GREGORY,46053,15.1
100,0,17185,141327,IL,WABASH,17185,11.7
171,1,6017,50254,CA,EL DORADO,6017,8.4
90,1,48039,451311,TX,BRAZORIA,48039,8.3
144,2,6017,50352,CA,EL DORADO,6017,8.4
165,2,26163,230146,MI,WAYNE,26163,20
109,,38039,351306,ND,GRIGGS,38039,9.6
193,3,29047,260096,MO,CLAY,29047,7.7
194,1,9001,70006,CT,FAIRFIELD,9001,8.8
137,0,20153,171307,KS,RAWLINS,20153,11.1
178,1,22051,190036,LA,JEFFERSON,22051,16.1
100,,46089,431308,SD,MC PHERSON,46089,18.4
224,1,4013,30061,AZ,MARICOPA,4013,11.6
107,0,27017,241350,MN,CARLTON,27017,8.7
85,,38101,351305,ND,WARD,38101,8.9
134,1,21013,180154,KY,BELL,21013,29.8
166,1,37019,340158,NC,BRUNSWICK,37019,11.2
237,2,12011,100281,FL,BROWARD,12011,11
150,1,38089,351336,ND,STARK,38089,10
184,,18051,151319,IN,GIBSON,18051,9.3
112,0,55123,521304,WI,VERNON,55123,11.9
232,5,10005,80006,DE,SUSSEX,10005,11
134,0,49051,461307,UT,WASATCH,49051,4.7
,,72127,400135,PR,SAN JUAN,,
234,,6007,50030,CA,BUTTE,6007,17.3
151,3,40019,370047,OK,CARTER,40019,19
116,,40037,371331,OK,CREEK,40037,12.9
,,39153,360351,OH,SUMMIT,39153,12.1
190,2,51678,491304,VA,LEXINGTON CITY,51678,18.5
,,26163,230297,MI,WAYNE,26163,20
182,1,12031,100117,FL,DUVAL,12031,15.2
,0,38057,351310,ND,MERCER,38057,8
156,3,55105,520066,WI,ROCK,55105,9.3
138,1,35028,320033,NM,LOS ALAMOS,35028,3.3
110,0,39077,361310,OH,HURON,39077,9.8
,,6037,53309,CA,LOS ANGELES,6037,13.2
144,1,47145,440031,TN,ROANE,47145,13.5
,,6049,51330,CA,MODOC,6049,17.9
235,4,53033,500011,WA,KING,53033,7.6
122,4,13131,110121,GA,GRADY,13131,18.7
244,1,42029,390179,PA,CHESTER,42029,5.2
153,3,47031,440144,TN,COFFEE,47031,13.8
169,2,12057,100069,FL,HILLSBOROUGH,12057,11.9
,3,6059,50543,CA,ORANGE,6059,9
132,0,27131,240014,MN,RICE,27131,8.4
187,1,48121,670068,TX,DENTON,48121,6.9
,1,6021,51306,CA,GLENN,6021,12.4
110,1,48453,670136,TX,TRAVIS,48453,10.2
114,0,19137,161363,IA,MONTGOMERY,19137,11.6
173,1,6107,50261,CA,TULARE,6107,17.1
200,1,49035,460010,UT,SALT LAKE,49035,7
113,2,22039,190167,LA,EVANGELINE,22039,24.5
177,1,33015,300023,NH,ROCKINGHAM,33015,4.6
211,3,6037,50624,CA,LOS ANGELES,6037,13.2
,,41019,381311,OR,DOUGLAS,41019,13.3
130,,19167,161360,IA,SIOUX,19167,6.5
171,2,18141,150058,IN,ST. JOSEPH,18141,12.7
180,2,51185,490117,VA,TAZEWELL,51185,16.4
138,0,49043,460057,UT,SUMMIT,49043,4.5
191,1,6071,50129,CA,SAN BERNARDINO,6071,14.3
159,1,48367,450203,TX,PARKER,48367,8
178,1,12103,100238,FL,PINELLAS,12103,11.1
171,1,12085,100044,FL,MARTIN,12085,11.1
220,1,23005,200021,ME,CUMBERLAND,23005,8.6
116,0,8069,60119,CO,LARIMER,8069,9.9
158,2,18091,150006,IN,LA PORTE,18091,12.1
,,39007,360245,OH,ASHTABULA,39007,16.5
141,,48217,451395,TX,HILL,48217,14
173,1,21009,180017,KY,BARREN,21009,17.3
138,1,18003,150021,IN,ALLEN,18003,11.4
196,1,13121,110161,GA,FULTON,13121,13
90,0,38105,351300,ND,WILLIAMS,38105,9.6
179,2,36033,330084,NY,FRANKLIN,36033,15.9
190,,37189,340051,NC,WATAUGA,37189,15.8
124,2,6043,51304,CA,MARIPOSA,6043,13.3
160,,8001,60004,CO,ADAMS,8001,9.4
90,1,42129,390333,PA,WESTMORELAND,42129,9.3
200,1,4013,30103,AZ,MARICOPA,4013,11.6
182,2,42019,390168,PA,BUTLER,42019,7.4
235,2,24005,210044,MD,BALTIMORE,24005,8.9
117,1,40139,371340,OK,TEXAS,40139,11.1
134,0,12099,100080,FL,PALM BEACH,12099,12
121,0,55125,520091,WI,VILAS,55125,9.7
163,2,24041,210037,MD,TALBOT,24041,9.6
149,1,36069,330265,NY,ONTARIO,36069,8.8
117,2,37007,340084,NC,ANSON,37007,20.7
151,0,34041,310060,NJ,WARREN,34041,7.3
212,2,24009,210039,MD,CALVERT,24009,5.3
162,2,23001,200034,ME,ANDROSCOGGIN,23001,11.7
92,0,31139,281346,NE,PIERCE,31139,8.2
222,2,4015,30069,AZ,MOHAVE,4015,15.3
112,,48475,451373,TX,WARD,48475,9.8
178,1,53033,500141,WA,KING,53033,7.6
159,0,9003,70029,CT,HARTFORD,9003,10.7
182,0,36119,330162,NY,WESTCHESTER,36119,7.6
203,5,6013,50523,CA,CONTRA COSTA,6013,7.2
184,1,50021,470005,VT,RUTLAND,50021,12
159,2,26081,230059,MI,KENT,26081,11.1
198,5,26163,230270,MI,WAYNE,26163,20
,,48375,450875,TX,POTTER,48375,20.8
333,5,22071,190005,LA,ORLEANS,22071,21.1
111,1,31175,281353,NE,VALLEY,31175,11.2
,,28113,250049,MS,PIKE,28113,26.5
128,1,48201,450097,TX,HARRIS,48201,15.9
148,0,6037,50663,CA,LOS ANGELES,6037,13.2
152,1,12115,100267,FL,SARASOTA,12115,8.7
130,1,32031,290032,NV,WASHOE,32031,10.2
120,,28097,251312,MS,MONTGOMERY,28097,21.2
,,6085,50604,CA,SANTA CLARA,6085,6.6
98,2,42051,390184,PA,FAYETTE,42051,18.7
171,3,45027,420109,SC,CLARENDON,45027,18.4
126,0,51103,491308,VA,LANCASTER,51103,10.3
,,17179,141330,IL,TAZEWELL,17179,7.6
142,1,45051,420105,SC,HORRY,45051,12.8
238,2,17097,140202,IL,LAKE,17097,7
142,,31031,281344,NE,CHERRY,31031,11.4
158,3,54039,510022,WV,KANAWHA,54039,15.7
129,1,13213,110050,GA,MURRAY,13213,15.9
154,2,48039,450072,TX,BRAZORIA,48039,8.3
110,,49023,461304,UT,JUAB,49023,7.7
116,0,36101,330144,NY,STEUBEN,36101,12.1
114,1,13023,111302,GA,BLECKLEY,13023,18.5
156,2,18095,150113,IN,MADISON,18095,12.1
145,1,39035,360082,OH,CUYAHOGA,39035,15.3
122,1,20187,171343,KS,STANTON,20187,10.2
,,25025,223300,MA,SUFFOLK,25025,16.5
166,,5009,40017,AR,BOONE,5009,14.1
,1,21231,181321,KY,WAYNE,21231,23.6
265,5,36005,330399,NY,BRONX,36005,24.4
188,2,33011,300034,NH,HILLSBOROUGH,33011,7.1
106,,27157,241335,MN,WABASHA,27157,6.1
156,1,55117,520035,WI,SHEBOYGAN,55117,7.6
153,1,21117,180035,KY,KENTON,21117,11
129,1,18053,150011,IN,GRANT,18053,16.7
292,8,34013,310119,NJ,ESSEX,34013,14.3
295,1,6037,50353,CA,LOS ANGELES,6037,13.2
113,0,19145,161366,IA,PAGE,19145,13.2
,,22017,190317,LA,CADDO,22017,20.9
258,6,25027,220163,MA,WORCESTER,25027,9.5
189,2,48201,450358,TX,HARRIS,48201,15.9
146,,56017,531304,WY,HOT SPRINGS,56017,10.9
,,72031,400112,PR,CAROLINA,,
208,3,40101,370025,OK,MUSKOGEE,40101,18.2
114,2,13303,110086,GA,WASHINGTON,13303,21.3
,,28095,251302,MS,MONROE,28095,17.5
212,2,18035,150089,IN,DELAWARE,18035,19.4
163,1,42085,390178,PA,MERCER,42085,12.4
114,0,23017,201315,ME,OXFORD,23017,13
125,1,12086,100209,FL,MIAMI-DADE,12086,15
143,0,29113,261319,MO,LINCOLN,29113,9.4
212,1,36103,330141,NY,SUFFOLK,36103,6.1
90,1,13165,111311,GA,JENKINS,13165,28
,,40081,371301,OK,LINCOLN,40081,13.8
116,0,20047,171317,KS,EDWARDS,20047,10.8
105,0,20009,170191,KS,BARTON,20009,12.7
,,48029,453315,TX,BEXAR,48029,15
121,0,8119,61326,CO,TELLER,8119,7.3
121,1,12033,100231,FL,ESCAMBIA,12033,13.5
154,0,55023,521330,WI,CRAWFORD,55023,13.3
110,0,34013,310083,NJ,ESSEX,34013,14.3
172,,53075,501327,WA,WHITMAN,53075,15.7
114,0,8001,60024,CO,ADAMS,8001,9.4
176,0,42029,390127,PA,CHESTER,42029,5.2
166,1,27013,240093,MN,BLUE EARTH,27013,11
287,1,33009,300003,NH,GRAFTON,33009,8.6
194,1,48113,450723,TX,DALLAS,48113,13.7
131,1,51810,490057,VA,VIRGINIA BEACH CITY,51810,8.1
,,35031,320061,NM,MCKINLEY,35031,32
113,0,27129,241306,MN,RENVILLE,27129,8.6
90,0,48433,451318,TX,STONEWALL,48433,14.3
178,2,39035,360144,OH,CUYAHOGA,39035,15.3
96,0,20117,171363,KS,MARSHALL,20117,8.7
93,0,39071,361304,OH,HIGHLAND,39071,14.9
152,2,29023,260119,MO,BUTLER,29023,21.2
151,1,39005,360002,OH,ASHLAND,39005,11.4
127,0,55087,520160,WI,OUTAGAMIE,55087,6.6
160,3,40109,370094,OK,OKLAHOMA,40109,15.2
174,4,54003,510008,WV,BERKELEY,54003,10
167,1,49049,460023,UT,UTAH,49049,7.8
116,1,33007,301310,NH,COOS,33007,13.1
78,,38103,351327,ND,WELLS,38103,10.9
294,5,6037,50262,CA,LOS ANGELES,6037,13.2
117,0,31001,280032,NE,ADAMS,31001,10.2
155,0,12015,100236,FL,CHARLOTTE,12015,9.8
190,1,19153,160082,IA,POLK,19153,11.5
185,2,2020,20001,AK,ANCHORAGE,2020,8.3
132,,20193,171362,KS,THOMAS,20193,9.1
177,3,17167,140053,IL,SANGAMON,17167,12.8
77,1,40063,371321,OK,HUGHES,40063,21.4
78,1,5143,40152,AR,WASHINGTON,5143,13.2
187,1,4003,30043,AZ,COCHISE,4003,14.6
,,6001,50512,CA,ALAMEDA,6001,8.6
75,0,15001,121307,HI,HAWAII,15001,12.2
159,0,12017,100023,FL,CITRUS,12017,12.6
102,0,16077,131304,ID,POWER,16077,12.4
166,2,8005,60100,CO,ARAPAHOE,8005,7
109,,23025,201314,ME,SOMERSET,23025,14.5
232,4,53061,500014,WA,SNOHOMISH,53061,7.1
,,6037,50763,CA,LOS ANGELES,6037,13.2
149,1,9011,70024,CT,NEW LONDON,9011,8
160,1,39077,360065,OH,HURON,39077,9.8
88,1,28141,250002,MS,TISHOMINGO,28141,14.6
94,,31089,281333,NE,HOLT,31089,10.9
102,1,48439,670067,TX,TARRANT,48439,10.5
141,1,39109,360174,OH,MIAMI,39109,8
133,,55073,520202,WI,MARATHON,55073,6.7
93,1,5019,41321,AR,CLARK,5019,20.1
111,,22089,190079,LA,ST. CHARLES,22089,11.3
162,,19167,161311,IA,SIOUX,19167,6.5
,,27053,243302,MN,HENNEPIN,27053,9.3
74,0,40007,371322,OK,BEAVER,40007,11
,,8041,63303,CO,EL PASO,8041,9.1
113,,20183,171377,KS,SMITH,20183,10.3
98,3,47031,440007,TN,COFFEE,47031,13.8
152,1,29095,260190,MO,JACKSON,29095,12.4
138,4,36061,330240,NY,NEW YORK,36061,16.3
214,2,6037,50104,CA,LOS ANGELES,6037,13.2
306,2,36001,330057,NY,ALBANY,36001,11.3
125,4,5093,40069,AR,MISSISSIPPI,5093,21
147,1,31109,280020,NE,LANCASTER,31109,9.4
133,1,47171,440001,TN,UNICOI,47171,16.2
256,2,24037,210028,MD,ST. MARYS,24037,7.3
246,4,37119,340183,NC,MECKLENBURG,37119,11
,,31109,280128,NE,LANCASTER,31109,9.4
286,6,6067,50599,CA,SACRAMENTO,6067,12.5
,,27137,240019,MN,ST. LOUIS,27137,10.1
166,1,17029,140189,IL,COLES,17029,17.5
147,1,8013,60027,CO,BOULDER,8013,9.5
110,,8055,61316,CO,HUERFANO,8055,19.9
240,2,53011,500050,WA,CLARK,53011,8.7
134,,20041,171340,KS,DICKINSON,20041,9.8
137,1,45029,420030,SC,COLLETON,45029,20.1
126,0,55105,520208,WI,ROCK,55105,9.3
106,,49001,461305,UT,BEAVER,49001,7.7
174,3,37181,340132,NC,VANCE,37181,21.3
111,0,27133,241371,MN,ROCK,27133,8.2
181,2,37089,340023,NC,HENDERSON,37089,11
,,4013,30107,AZ,MARICOPA,4013,11.6
137,1,39129,360170,OH,PICKAWAY,39129,12.5
129,1,6045,50301,CA,MENDOCINO,6045,14.3
123,1,28095,250025,MS,MONROE,28095,17.5
104,2,5027,40067,AR,COLUMBIA,5027,18.3
172,2,42069,390237,PA,LACKAWANNA,42069,12.2
165,,48069,451350,TX,CASTRO,48069,15.3
163,1,17037,140286,IL,DE KALB,17037,10.8
,,39073,361330,OH,HOCKING,39073,14.7
127,3,5113,40015,AR,POLK,5113,18.1
,,51127,493300,VA,NEW KENT,51127,4.6
168,1,49049,460001,UT,UTAH,49049,7.8
243,,48201,670077,TX,HARRIS,48201,15.9
152,1,22103,190204,LA,ST. TAMMANY,22103,10
135,0,42085,390211,PA,MERCER,42085,12.4
114,1,28127,251317,MS,SIMPSON,28127,21.2
105,1,48337,450641,TX,MONTAGUE,48337,12.4
60,0,40069,371304,OK,JOHNSTON,40069,18.3
80,0,15009,121303,HI,MAUI,15009,9.5
,1,6105,51315,CA,TRINITY,6105,18
127,0,55083,521356,WI,OCONTO,55083,7.6
139,0,55039,521321,WI,FOND DU LAC,55039,7.6
159,1,36103,330043,NY,SUFFOLK,36103,6.1
228,2,47157,440049,TN,SHELBY,47157,19.1
123,,20025,171304,KS,CLARK,20025,11
,,40027,373300,OK,CLEVELAND,40027,10.8
154,1,25027,220095,MA,WORCESTER,25027,9.5
162,0,47157,440183,TN,SHELBY,47157,19.1
188,0,6073,50324,CA,SAN DIEGO,6073,9.5
276,3,51770,490024,VA,ROANOKE CITY,51770,15.9
213,3,21067,180143,KY,FAYETTE,21067,14.6
,,28157,251309,MS,WILKINSON,28157,28.4
92,,28099,251322,MS,NESHOBA,28099,18.9
142,3,6037,50468,CA,LOS ANGELES,6037,13.2
160,1,6115,50133,CA,YUBA,6115,16.3
99,,42049,391308,PA,ERIE,42049,13.4
,,12103,103300,FL,PINELLAS,12103,11.1
144,2,39061,360134,OH,HAMILTON,39061,12.7
128,1,48071,451320,TX,CHAMBERS,48071,9.3
219,2,4025,30012,AZ,YAVAPAI,4025,10.8
,,6049,51308,CA,MODOC,6049,17.9
,,6101,50766,CA,SUTTER,6101,11.5
182,1,18057,150161,IN,HAMILTON,18057,4.2
71,0,13019,110234,GA,BERRIEN,13019,18.9
110,,31059,281301,NE,FILLMORE,31059,8.5
205,1,9001,70034,CT,FAIRFIELD,9001,8.8
84,0,13173,111326,GA,LANIER,13173,19.6
214,6,36047,330202,NY,KINGS,36047,17.8
129,,12051,101309,FL,HENDRY,12051,22.9
122,1,38071,351333,ND,RAMSEY,38071,12.2
104,0,18073,151324,IN,JASPER,18073,8.3
175,3,20209,170146,KS,WYANDOTTE,20209,16.9
158,1,51700,490041,VA,NEWPORT NEWS CITY,51700,14.5
223,3,40143,370001,OK,TULSA,40143,12.8
127,1,5139,40088,AR,UNION,5139,16.9
120,,54007,511308,WV,BRAXTON,54007,17.8
178,2,5119,40137,AR,PULASKI,5119,15.3
124,,31121,281328,NE,MERRICK,31121,9.6
,,49035,460049,UT,SALT LAKE,49035,7
184,1,27037,240207,MN,DAKOTA,27037,4.8
180,2,45045,420033,SC,GREENVILLE,45045,12.1
114,0,27101,241319,MN,MURRAY,27101,7.6
163,,25027,221303,MA,WORCESTER,25027,9.5
152,1,44009,410008,RI,WASHINGTON,44009,7.8
,,4007,30077,AZ,GILA,4007,16.7
116,,12095,100350,FL,ORANGE,12095,12.7
115,1,40111,370183,OK,OKMULGEE,40111,14.6
119,1,23003,200031,ME,AROOSTOOK,23003,15.3
135,0,16049,131321,ID,IDAHO,16049,13.1
203,1,4013,30087,AZ,MARICOPA,4013,11.6
128,2,37097,340144,NC,IREDELL,37097,9.7
199,3,53053,500108,WA,PIERCE,53053,8.7
182,3,13051,110024,GA,CHATHAM,13051,15.6
159,0,30001,271318,MT,BEAVERHEAD,30001,13.3
264,0,9003,70025,CT,HARTFORD,9003,10.7
172,1,18067,150010,IN,HOWARD,18067,11.5
152,2,48245,450518,TX,JEFFERSON,48245,18.3
78,0,26157,231329,MI,TUSCOLA,26157,11.4
111,0,8059,60129,CO,JEFFERSON,8059,6.1
285,1,6019,50060,CA,FRESNO,6019,17.1
96,3,40065,370022,OK,JACKSON,40065,15
210,2,21111,180088,KY,JEFFERSON,21111,11.4
190,1,13139,110029,GA,HALL,13139,12.7
124,2,47107,440068,TN,MC MINN,47107,14
113,2,40111,370057,OK,OKMULGEE,40111,14.6
88,0,29013,260034,MO,BATES,29013,14.8
199,1,54025,510002,WV,GREENBRIER,54025,17.8
110,,20127,171379,KS,MORRIS,20127,10.5
100,,31045,281341,NE,DAWES,31045,14.7
93,2,48279,450698,TX,LAMB,48279,17.6
244,0,48201,450831,TX,HARRIS,48201,15.9
213,1,40143,370114,OK,TULSA,40143,12.8
147,1,51177,490141,VA,SPOTSYLVANIA,51177,6.6
107,1,17057,140001,IL,FULTON,17057,13.2
126,,13241,111336,GA,RABUN,13241,13.8
180,1,36047,330350,NY,KINGS,36047,17.8
185,1,25017,220084,MA,MIDDLESEX,25017,7.1
170,0,42003,390114,PA,ALLEGHENY,42003,10.5
142,0,18005,150112,IN,BARTHOLOMEW,18005,9.1
129,1,42017,390070,PA,BUCKS,42017,6
314,,72127,400132,PR,SAN JUAN,,
164,3,26117,230035,MI,MONTCALM,26117,13.1
211,2,17031,140062,IL,COOK,17031,12.9
134,0,33015,300017,NH,ROCKINGHAM,33015,4.6
278,5,25023,220111,MA,PLYMOUTH,25023,7.2
166,2,22055,190002,LA,LAFAYETTE,22055,16.2
160,1,6111,50082,CA,VENTURA,6111,9.1
110,1,27109,240006,MN,OLMSTED,27109,6.4
207,2,23001,200024,ME,ANDROSCOGGIN,23001,11.7
68,0,6037,50738,CA,LOS ANGELES,6037,13.2
157,0,12021,100286,FL,COLLIER,12021,10.1
160,1,39007,361307,OH,ASHTABULA,39007,16.5
241,2,6001,50043,CA,ALAMEDA,6001,8.6
195,0,48323,450092,TX,MAVERICK,48323,20
145,1,22055,190006,LA,LAFAYETTE,22055,16.2
179,,6071,51323,CA,SAN BERNARDINO,6071,14.3
248,10,47035,440009,TN,CUMBERLAND,47035,12
125,1,5049,41322,AR,FULTON,5049,17
224,2,34003,310008,NJ,BERGEN,34003,6.4
245,3,37081,340004,NC,GUILFORD,37081,13.3
,,47077,440008,TN,HENDERSON,47077,14.6
233,1,37089,340017,NC,HENDERSON,37089,11
120,,4003,31312,AZ,COCHISE,4003,14.6
179,1,17019,140091,IL,CHAMPAIGN,17019,15.1
197,2,24510,210012,MD,BALTIMORE CITY,24510,20
184,1,54033,510006,WV,HARRISON,54033,13.6
105,,31041,281365,NE,CUSTER,31041,9.8
113,3,37015,341304,NC,BERTIE,37015,22.8
218,1,25017,220101,MA,MIDDLESEX,25017,7.1
129,1,37097,340129,NC,IREDELL,37097,9.7
100,1,28117,250044,MS,PRENTISS,28117,16.5
98,0,55109,521345,WI,ST. CROIX,55109,4.9
109,0,8107,60049,CO,ROUTT,8107,6.3
,,48405,451360,TX,SAN AUGUSTINE,48405,19.6
203,1,4015,30055,AZ,MOHAVE,4015,15.3
189,1,34025,310073,NJ,MONMOUTH,34025,5.9
232,2,27109,240010,MN,OLMSTED,27109,6.4
129,1,55131,520038,WI,WASHINGTON,55131,5.1
151,1,19061,160069,IA,DUBUQUE,19061,8.9
127,1,39021,361312,OH,CHAMPAIGN,39021,10.1
256,4,41051,380009,OR,MULTNOMAH,41051,11.2
134,1,21177,180004,KY,MUHLENBERG,21177,16.9
184,0,48201,670075,TX,HARRIS,48201,15.9
201,4,25009,220035,MA,ESSEX,25009,9
169,3,6029,51301,CA,KERN,6029,18.3
,,35031,320062,NM,MCKINLEY,35031,32
177,1,29031,260183,MO,CAPE GIRARDEAU,29031,11.9
134,1,41043,381323,OR,LINN,41043,11.3
119,1,53039,501316,WA,KLICKITAT,53039,14
,,40109,370212,OK,OKLAHOMA,40109,15.2
166,3,37193,340064,NC,WILKES,37193,14.4
130,2,42013,390062,PA,BLAIR,42013,11.6
146,2,29221,261308,MO,WASHINGTON,29221,19.4
126,0,31041,281335,NE,CUSTER,31041,9.8
,,12133,101308,FL,WASHINGTON,12133,20.4
102,,1063,10051,AL,GREENE,1063,27.9
117,1,36061,330119,NY,NEW YORK,36061,16.3
226,1,48201,450184,TX,HARRIS,48201,15.9
92,,19197,161302,IA,WRIGHT,19197,10.7
180,2,42007,390036,PA,BEAVER,42007,9.1
135,2,48291,451375,TX,LIBERTY,48291,14.4
208,1,17031,140182,IL,COOK,17031,12.9
,,4001,30084,AZ,APACHE,4001,32.4
114,,8095,61305,CO,PHILLIPS,8095,10.2
143,,22051,190274,LA,JEFFERSON,22051,16.1
122,,20073,171339,KS,GREENWOOD,20073,12.7
119,4,1007,10058,AL,BIBB,1007,17.8
131,0,51121,490110,VA,MONTGOMERY,51121,19.3
108,0,18181,151312,IN,WHITE,18181,9
190,2,36057,330047,NY,MONTGOMERY,36057,11.9
,,6073,50424,CA,SAN DIEGO,6073,9.5
132,1,4013,31300,AZ,MARICOPA,4013,11.6
147,0,42039,391314,PA,CRAWFORD,42039,12.7
,,5143,43301,AR,WASHINGTON,5143,13.2
,,35006,320070,NM,CIBOLA,35006,25.1
134,0,51095,490143,VA,JAMES CITY,51095,6.5
,,17183,141316,IL,VERMILION,17183,18.6
118,0,31179,281345,NE,WAYNE,31179,9.5
122,1,39007,360125,OH,ASHTABULA,39007,16.5
98,0,40133,370229,OK,SEMINOLE,40133,21.2
126,,20171,171372,KS,SCOTT,20171,7.3
118,1,18069,150091,IN,HUNTINGTON,18069,9.1
170,,29047,260177,MO,CLAY,29047,7.7
160,1,18093,151328,IN,LAWRENCE,18093,11.8
95,0,31129,281315,NE,NUCKOLLS,31129,9.8
,,40043,371332,OK,DEWEY,40043,10.6
122,1,48063,451367,TX,CAMP,48063,16.7
110,,48435,451324,TX,SUTTON,48435,11.7
,,22103,190270,LA,ST. TAMMANY,22103,10
171,2,48249,450828,TX,JIM WELLS,48249,20.1
164,1,6037,50351,CA,LOS ANGELES,6037,13.2
233,0,36103,330185,NY,SUFFOLK,36103,6.1
144,1,15001,120005,HI,HAWAII,15001,12.2
149,2,12127,100014,FL,VOLUSIA,12127,11.6
84,,26019,231300,MI,BENZIE,26019,9.5
82,2,5149,41302,AR,YELL,5149,14.3
184,1,42087,390048,PA,MIFFLIN,42087,13.2
,,42017,390322,PA,BUCKS,42017,6
152,1,6113,50537,CA,YOLO,6113,14.8
108,,30015,271304,MT,CHOUTEAU,30015,15.1
135,1,39149,360013,OH,SHELBY,39149,9.3
160,2,29157,261311,MO,PERRY,29157,11.7
150,1,5119,40114,AR,PULASKI,5119,15.3
126,0,49027,461301,UT,MILLARD,49027,10.7
,,22103,190267,LA,ST. TAMMANY,22103,10
214,0,27149,241363,MN,STEVENS,27149,9.1
124,0,5063,40119,AR,INDEPENDENCE,5063,15
155,1,29159,260009,MO,PETTIS,29159,15.5
105,0,13317,111325,GA,WILKES,13317,20.2
148,,37017,341315,NC,BLADEN,37017,21.6
191,1,13097,110184,GA,DOUGLAS,13097,11.5
174,1,39049,360348,OH,FRANKLIN,39049,15.4
208,2,26087,230193,MI,LAPEER,26087,8.2
192,1,17031,140180,IL,COOK,17031,12.9
106,0,48113,670073,TX,DALLAS,48113,13.7
,,17031,143302,IL,COOK,17031,12.9
155,2,5115,40041,AR,POPE,5115,14.1
131,3,48113,450688,TX,DALLAS,48113,13.7
174,2,22051,190146,LA,JEFFERSON,22051,16.1
104,1,19071,161324,IA,FREMONT,19071,9.1
202,1,42117,391316,PA,TIOGA,42117,11.5
239,3,42101,390223,PA,PHILADELPHIA,42101,19.4
132,0,31101,281355,NE,KEITH,31101,11.7
,,13077,110233,GA,COWETA,13077,8.6
100,,19105,161306,IA,JONES,19105,9.9
212,2,29183,260200,MO,ST. CHARLES,29183,5
158,0,55105,520100,WI,ROCK,55105,9.3
180,1,26163,230024,MI,WAYNE,26163,20
231,3,13215,110129,GA,MUSCOGEE,13215,21.1
205,4,25027,220001,MA,WORCESTER,25027,9.5
195,,4013,30147,AZ,MARICOPA,4013,11.6
99,1,13035,111319,GA,BUTTS,13035,20.8
107,,48461,451329,TX,UPTON,48461,12.1
